index,area,municipality,residents,unemployment,immigrants,convicted,education,income,criterias,unemploymentCriteria,immigrantsCriteria,convictedCriteria,educationCriteria,incomeCriteria,ghetto,year,missingData
153,Østbyparken,Vejle,1546,29.8642822146007,15.2005174644243,0.4666188083274,39.8989898989899,76.7700968446465,0,0,0,0,0,0,0,2015,0
154,Møllevangen mv,Vejle,1255,34.7723577235772,20.8764940239044,2.3166023166023,51.1882998171846,71.9474860151039,1,0,0,0,1,0,0,2015,0
155,Vestbyen,Vejle,1761,38.3336072308956,26.4622373651334,1.4657980456026,48.5849056603774,67.0530551595725,0,0,0,0,0,0,0,2015,0
156,Gullestrup,Herning,882,54.3449575871819,30.4988662131519,3.9562289562290,54.3604651162791,56.2114510532934,3,1,0,1,1,0,0,2015,0
157,Sønderager/Brændegårdsparken,Herning,1340,41.9000000000000,38.2000000000000,1.1800000000000,51.1000000000000,65.9000000000000,2,1,0,0,1,0,0,2015,0
158,Porshøj/Fruehøj/Fredhøj,Herning,1853,33.3521181500194,27.4150026983270,1.2854317732367,43.8805970149254,67.1650489674786,0,0,0,0,0,0,0,2015,0
159,Holtbjerg,Herning,1607,38.1956204379562,38.8301182327318,1.2559549588567,52.1035598705502,66.9335094832614,1,0,0,0,1,0,0,2015,0
160,Trekanten,Holstebro,3011,41.0000000000000,36.7000000000000,1.8700000000000,53.2000000000000,60.4000000000000,2,1,0,0,1,0,0,2015,0
161,Hermann Stilings Vej m.fl,Randers,1001,48.0000000000000,11.6000000000000,2.3700000000000,52.2000000000000,61.6000000000000,2,1,0,0,1,0,0,2015,0
162,Glarbjergvej-området,Randers,1485,50.4000000000000,27.7000000000000,1.7000000000000,52.9000000000000,61.6000000000000,2,1,0,0,1,0,0,2015,0
163,Gammel Jennumparken,Randers,1352,53.1000000000000,42.1000000000000,2.3800000000000,57.1000000000000,58.2000000000000,2,1,0,0,1,0,0,2015,0
164,Arendalsvej,Silkeborg,1108,42.4554250172771,19.5652173913043,1.3197360527894,48.6725663716814,65.1478361932741,1,1,0,0,0,0,0,2015,0
165,Resedavej/Nørrevang II,Silkeborg,1760,41.5000000000000,44.7000000000000,2.0500000000000,55.0000000000000,60.0000000000000,2,1,0,0,1,0,0,2015,0
166,Højvangen,Skanderborg,1170,41.9000000000000,28.7000000000000,2.2500000000000,51.0000000000000,63.7000000000000,2,1,0,0,1,0,0,2015,0
167,Håndværkerparken,Aarhus,1236,38.6459166190748,4.7346938775510,1.4299802761341,32.2123893805310,73.9642411140411,0,0,0,0,0,0,0,2015,0
168,Skådeparken/Nøddeskrænten m.fl,Aarhus,1208,33.6202830188679,8.6092715231788,2.7149321266968,28.7500000000000,75.5068008774132,1,0,0,1,0,0,0,2015,0
169,Langenæs/Kirkedammen,Aarhus,1384,34.3666666666667,19.3641618497110,1.0041841004184,33.4615384615385,74.3141914260141,0,0,0,0,0,0,0,2015,0
170,Præstevangen,Aarhus,1208,33.9536507936508,24.5033112582781,1.5839493136220,38.5650224215247,67.7307650521963,0,0,0,0,0,0,0,2015,0
171,Rosenhøj mv,Aarhus,1758,34.2030527289547,48.4641638225256,1.4864362690450,44.0217391304348,67.0438741220163,0,0,0,0,0,0,0,2015,0
172,Møllevangsområdet,Aarhus,1950,29.5467996140238,17.5384615384615,1.6590389016018,32.2448979591837,69.8716073845929,0,0,0,0,0,0,0,2015,0
173,Fuglesangs Alle/Charlottehøj,Aarhus,1312,33.0589198036007,24.1615853658537,1.7040358744395,35.6164383561644,72.0927831641906,0,0,0,0,0,0,0,2015,0
174,Frydenlund,Aarhus,2411,36.5927163381223,45.3338863542099,1.4022546054441,40.2777777777778,64.8783070258328,0,0,0,0,0,0,0,2015,0
175,Bispehaven,Aarhus,2315,44.7000000000000,66.6000000000000,2.5000000000000,51.4000000000000,56.7000000000000,3,1,1,0,1,0,1,2015,0
176,Århus Vest,Aarhus,3827,33.6209967784726,48.3929971256859,1.6815554387809,45.2095808383234,61.8952958791636,0,0,0,0,0,0,0,2015,0
177,Vorrevangen,Aarhus,2096,35.4502148997135,25.8711217183771,2.3186682520809,39.3574297188755,69.5190613268751,0,0,0,0,0,0,0,2015,0
178,Vejlby Vest,Aarhus,1160,39.3195386702849,30.0000000000000,2.0035356511491,33.4773218142549,73.0057560726225,0,0,0,0,0,0,0,2015,0
179,Vejlby Vænge & Vejlby Toften m.fl,Aarhus,1212,28.0432294977750,9.6774193548387,1.2331838565022,23.9669421487603,83.0812943432696,0,0,0,0,0,0,0,2015,0
180,Tousparken/Henrik Hertz Vej/Anker Jensens Vej,Aarhus,1144,32.4577049180328,24.9780893952673,1.4255543822598,34.6330275229358,71.8579837534550,0,0,0,0,0,0,0,2015,0
181,Skovgårdsparken,Aarhus,1398,41.3000000000000,67.1000000000000,2.3800000000000,49.5000000000000,59.0000000000000,2,1,1,0,0,0,0,2015,0
182,Gellerupparken/Toveshøj,Aarhus,6464,51.9000000000000,80.6000000000000,4.4300000000000,58.4000000000000,51.1000000000000,5,1,1,1,1,1,1,2015,0
184,Langkærparken,Aarhus,1886,40.3000000000000,52.9000000000000,1.6000000000000,48.0000000000000,66.5000000000000,2,1,1,0,0,0,0,2015,0
185,Trigeparken,Aarhus,1080,43.6000000000000,35.7000000000000,2.0200000000000,55.5000000000000,63.1000000000000,2,1,0,0,1,0,0,2015,0
186,Havrevej,Thisted,1147,43.8000000000000,28.9000000000000,1.7500000000000,60.4000000000000,61.6000000000000,2,1,0,0,1,0,0,2015,0
187,Ellekonebakken,Viborg,1007,48.7408560311284,42.5024826216485,2.3759608665269,60.0000000000000,56.8061190581290,2,1,0,0,1,0,0,2015,0
188,Houlkærvænget,Viborg,1018,53.1000000000000,36.9000000000000,1.6900000000000,56.3000000000000,58.7000000000000,2,1,0,0,1,0,0,2015,0
189,Mølleparken,Frederikshavn,1071,41.6945088940449,15.0326797385621,1.5426997245179,46.1538461538462,71.3302623354082,1,1,0,0,0,0,0,2015,0
190,Sjællandsgade-kvarteret,Aalborg,3068,31.4094581749049,17.5472928897586,1.6842494910235,34.2884431709647,73.8489759690245,0,0,0,0,0,0,0,2015,0
191,Kastetvej,Aalborg,1185,33.1510516252390,4.7337278106509,1.1579434923576,35.4401805869075,75.8318509537354,0,0,0,0,0,0,0,2015,0
192,Grønlands-kvarteret,Aalborg,2107,37.3480747235989,22.7402473834443,1.8133174791914,43.4383202099738,68.5275880252139,0,0,0,0,0,0,0,2015,0
193,Beatesminde-området,Aalborg,1426,39.9686924493554,21.4586255259467,1.4467338886453,42.3507462686567,68.7758572090496,0,0,0,0,0,0,0,2015,0
194,"Blå-, Fyr-, Ravn- og Hvidkildevej i alt",Aalborg,2358,37.9000000000000,29.5000000000000,2.7100000000000,53.7000000000000,63.1000000000000,2,0,0,1,1,0,0,2015,0
195,Skallerupvej/Saltumvej,Aalborg,820,43.6531250000000,31.0975609756098,3.2888888888889,57.5163398692810,60.5466929440118,3,1,0,1,1,0,0,2015,0
196,Løvvangen,Aalborg,1567,44.8000000000000,46.9000000000000,2.8900000000000,55.5000000000000,62.4000000000000,3,1,0,1,1,0,1,2015,0
197,Skelagergårdene/Hasserisvænget,Aalborg,1027,33.7520361990950,22.1032132424537,0.7962840079628,38.8059701492537,74.0228925735699,0,0,0,0,0,0,0,2015,0
198,Sebbersundvej mv,Aalborg,1177,44.5000000000000,21.2000000000000,2.8900000000000,58.5000000000000,58.5000000000000,3,1,0,1,1,0,1,2015,0
199,Salllingsundvej m.fl,Aalborg,1695,36.1488272921109,7.6196101594802,1.3333333333333,43.1292517006803,71.6689693002524,0,0,0,0,0,0,0,2015,0
200,"Vestbyen, Hjørring i alt",Hjørring,1063,46.9561200923788,30.5738476011289,0.2577319587629,49.0000000000000,64.6331560805572,1,1,0,0,0,0,0,2015,0
1,Christiansmindevej-området,København,1147,27.0297349709114,16.2162162162162,2.9520295202952,28.6307053941909,72.0003569104372,1,0,0,1,0,0,0,2016,0
2,Lundevænget/Ryparken II,København,1148,35.7605633802817,50.5226480836237,2.3547880690738,46.0573476702509,59.4088252411078,1,0,1,0,0,0,0,2016,0
3,Emdrup,København,1748,27.7774102079395,20.0800915331808,2.6050712052796,34.6811819595645,70.5935198466645,0,0,0,0,0,0,0,2016,0
4,Jagtvej,København,1110,35.3794536817102,27.7477477477477,3.1397174254317,37.1153846153846,60.7137203675552,1,0,0,1,0,0,0,2016,0
5,Blågården,København,2479,32.8590398365679,58.9350544574425,2.0321504397938,40.2298850574713,61.3491614319290,1,0,1,0,0,0,0,2016,0
6,Ågården,København,932,28.7629629629630,55.3648068669528,2.1377672209026,33.5092348284960,61.9537072860431,1,0,1,0,0,0,0,2016,0
7,Lundtoftegade,København,1523,36.6967044284243,52.5279054497702,2.0686619718310,45.1939291736931,56.7251989712509,1,0,1,0,0,0,0,2016,0
8,Aldersrogade,København,2301,36.2394461330632,72.2294654498044,1.9730660820545,42.7895981087470,52.9559481689987,2,0,1,0,0,1,0,2016,0
9,Mjølnerparken,København,1790,43.9000000000000,82.6000000000000,2.6400000000000,53.7000000000000,51.3000000000000,4,1,1,0,1,1,1,2016,0
10,Frederiksholm,København,4425,36.2903326565672,27.2542372881356,2.9866956285637,44.0975609756098,60.8154928433614,1,0,0,1,0,0,0,2016,0
11,Handelsvej-kvarteret,København,840,32.5350140056022,51.7857142857143,0.7246376811594,46.1956521739130,60.6953511514180,1,0,1,0,0,0,0,2016,0
12,Folehaven,København,1996,32.8717176065433,43.6372745490982,2.8154681139756,47.0430107526882,62.5192748171666,1,0,0,1,0,0,0,2016,0
13,Sjælør Boulevard,København,1259,31.2000000000000,56.6000000000000,2.1400000000000,50.5000000000000,58.3000000000000,2,0,1,0,1,0,0,2016,0
14,Akacieparken,København,1090,31.8024224072672,56.9724770642202,1.9178082191781,42.0689655172414,62.9427054270426,1,0,1,0,0,0,0,2016,0
15,Bellahøj,København,2829,33.5251095382541,45.5991516436903,1.9598354706025,42.4017003188098,64.0003886893593,0,0,0,0,0,0,0,2016,0
16,Gadelandet/Husumgård,København,1074,32.6000000000000,70.1000000000000,2.0500000000000,53.6000000000000,56.9000000000000,2,0,1,0,1,0,0,2016,0
17,Tingbjerg/Utterslevhuse,København,6612,28.2000000000000,72.5000000000000,2.0100000000000,59.7000000000000,52.7000000000000,3,0,1,0,1,1,1,2016,0
18,Glumsøparken mv,København,2245,36.1999299719888,24.3207126948775,2.4301964839710,43.0337078651685,60.9869231594884,0,0,0,0,0,0,0,2016,0
19,Bispeparken,København,1683,30.3000000000000,59.8000000000000,1.8500000000000,52.4000000000000,54.5000000000000,3,0,1,0,1,1,1,2016,0
20,Bispevænget mv,København,2882,38.1338345864662,38.5149201943095,2.5495153813738,44.5000000000000,57.5952208248326,0,0,0,0,0,0,0,2016,0
21,Stærevej mv,København,1085,32.8000000000000,33.8000000000000,3.7500000000000,50.4000000000000,55.2000000000000,2,0,0,1,1,0,0,2016,0
22,Degnegården mv,København,1113,33.5000000000000,53.5000000000000,2.6300000000000,50.7000000000000,56.8000000000000,2,0,1,0,1,0,0,2016,0
23,Kantorparken,København,1082,38.1726937269373,28.4658040665434,3.1927710843374,40.2150537634409,62.5424145427686,1,0,0,1,0,0,0,2016,0
24,Hørgården,København,1609,34.1827485380117,52.1441889372281,2.3111844820471,46.2574850299401,60.5605846863824,1,0,1,0,0,0,0,2016,0
25,Gullandsgården mv,København,1212,33.6122448979592,46.2046204620462,2.3455377574371,41.1009174311927,63.7139468082610,0,0,0,0,0,0,0,2016,0
26,Abildgården mv,København,1454,35.9516932270916,25.8596973865199,3.4921939194741,41.2140575079872,61.9881713616973,1,0,0,1,0,0,0,2016,0
27,Remisevænget,København,3455,34.3845243729295,42.2575976845152,2.7866093136338,47.1994025392084,61.3142769347557,1,0,0,1,0,0,0,2016,0
28,Stjernen,Frederiksberg,1446,38.5919907138712,51.2448132780083,1.9779208831647,42.7272727272727,63.0761431846233,1,0,1,0,0,0,0,2016,0
29,Vængerne,Ballerup,1977,31.6341176470588,18.4623166413758,1.8197828001174,43.3090024330900,66.6395822919650,0,0,0,0,0,0,0,2016,0
30,Skovlunde Midt,Ballerup,5040,24.6232741617357,15.8793171893609,1.3403542364768,34.1816078658184,72.9086171565879,0,0,0,0,0,0,0,2016,0
31,Baltorpvej,Ballerup,2526,29.6393789696542,21.8131433095804,1.8455560951918,40.3448275862069,68.4621324691876,0,0,0,0,0,0,0,2016,0
32,Hedeparken,Ballerup,3958,26.8566914917626,24.6841839312784,1.5423355366698,38.0654140570633,69.5084214032259,0,0,0,0,0,0,0,2016,0
33,Grantoften,Ballerup,3063,27.8603336921421,16.1932745674176,1.4613309352518,37.6602564102564,72.3490884629031,0,0,0,0,0,0,0,2016,0
34,Lundegaarden I & II,Ballerup,1773,15.9437340153453,6.4297800338410,0.6471259992387,22.7206946454414,87.9328105551471,0,0,0,0,0,0,0,2016,0
35,Brøndbyøster Torv,Brøndby,3337,22.3223746452223,12.7359904105484,2.3369565217391,35.8161648177496,72.7018739996034,0,0,0,0,0,0,0,2016,0
36,Kærene - Brøndby,Brøndby,2047,25.4342471195868,23.0092818759160,1.9954389965793,43.2539682539683,68.4663911225272,0,0,0,0,0,0,0,2016,0
37,Maglelund/Daruplund,Brøndby,1335,28.7377347062386,22.7715355805243,1.8105849582173,43.2029795158287,69.8228948683756,0,0,0,0,0,0,0,2016,0
38,Brøndby Nord,Brøndby,2599,26.9036968002485,35.3982300884956,2.7180627625402,46.7532467532467,64.6088201307845,1,0,0,1,0,0,0,2016,0
39,Brøndby Strand,Brøndby,7570,30.2000000000000,58.5000000000000,2.0500000000000,51.4000000000000,61.7000000000000,2,0,1,0,1,0,0,2016,0
40,Pileparken,Gladsaxe,1417,30.1342756183746,24.6294989414255,0.8478357875948,38.9733840304183,66.9329897548189,0,0,0,0,0,0,0,2016,0
41,Marielyst,Gladsaxe,1032,21.3280127693536,7.2674418604651,1.4563106796117,23.9534883720930,78.4306198013942,0,0,0,0,0,0,0,2016,0
42,Torveparken/Torvegård,Gladsaxe,1227,20.1558255897069,11.0839445802771,1.2276214833760,30.7526881720430,81.4928210498997,0,0,0,0,0,0,0,2016,0
43,Kildeparken/Kildevænget,Gladsaxe,1427,22.0780141843972,11.4926419060967,1.4874628134297,24.4979919678715,78.1397203028234,0,0,0,0,0,0,0,2016,0
44,Høje Gladsaxe,Gladsaxe,4145,27.1782092772384,46.5862484921592,1.4322087842139,40.8057179987005,66.4359298316744,0,0,0,0,0,0,0,2016,0
45,Værebroparken,Gladsaxe,3004,26.8653093187157,49.9667110519308,1.6393442622951,52.0312500000000,60.8810310016551,1,0,0,0,1,0,0,2016,0
46,Glostrup Vestergård,Glostrup,1591,29.1181015452539,34.1923318667505,1.6485725774025,47.4842767295598,67.2640940697183,0,0,0,0,0,0,0,2016,0
47,Stadionkvarteret,Glostrup,1692,25.0284474445516,17.4940898345154,1.8788467768060,42.7272727272727,67.1523319711151,0,0,0,0,0,0,0,2016,0
48,Syd for Herlev Hovedgade,Herlev,2025,24.6832971800434,25.8271604938272,1.4465408805031,35.8229598893499,71.7488141534527,0,0,0,0,0,0,0,2016,0
49,Omkring Højbjergvej,Herlev,2276,20.6064655172414,13.3567662565905,1.1148561057817,30.0390117035111,78.3788563458490,0,0,0,0,0,0,0,2016,0
50,Hjortespring,Herlev,4360,25.0318745692626,27.5917431192661,1.7565112053301,39.4500264410365,71.2660020916110,0,0,0,0,0,0,0,2016,0
51,Solhusene/Banehegnet/Blokland,Albertslund,1113,33.7229020979021,30.6379155435759,1.3721185510428,47.5675675675676,63.3825331117838,0,0,0,0,0,0,0,2016,0
52,Albertslund Syd,Albertslund,4329,27.2850212249848,29.2677292677293,1.5070643642072,40.7811602527283,70.4532678255696,0,0,0,0,0,0,0,2016,0
53,Albertslund Vest,Albertslund,846,18.5446118192352,6.0426540284360,0.2867383512545,27.8145695364238,79.2058974287039,0,0,0,0,0,0,0,2016,0
54,Hedemarken,Albertslund,1733,37.9000000000000,51.6000000000000,1.8300000000000,58.3000000000000,59.3000000000000,2,0,1,0,1,0,0,2016,0
55,Albertslund Nord,Albertslund,1492,27.7845062738680,55.6970509383378,1.4134275618375,48.1739130434783,61.9218252183238,1,0,1,0,0,0,0,2016,0
56,Galgebakken,Albertslund,1508,19.8888292158969,6.9628647214854,2.1794871794872,22.6277372262774,78.8292240877368,0,0,0,0,0,0,0,2016,0
57,Sønderkærgården,Hvidovre,1949,26.7864783910997,13.1349409953822,1.8765903307888,35.0777934936351,70.3726325518077,0,0,0,0,0,0,0,2016,0
58,Bredalsparken,Hvidovre,2359,26.0109689213894,8.0966511233574,1.5815400570392,34.1818181818182,75.4884442391064,0,0,0,0,0,0,0,2016,0
59,Friheden,Hvidovre,2034,29.2657226155768,17.1583087512291,2.4702380952381,40.4054054054054,66.4794540247025,0,0,0,0,0,0,0,2016,0
60,Rosenhøj,Hvidovre,1009,24.9061685490878,21.0109018830525,1.1673151750973,43.0348258706468,73.7188447935489,0,0,0,0,0,0,0,2016,0
61,Egevolden/Frydenhøjparken,Hvidovre,1472,24.5287492590397,28.3967391304348,1.3844023996308,38.7931034482759,71.4417749977954,0,0,0,0,0,0,0,2016,0
62,Avedøre Stationsby,Hvidovre,5394,24.2770598860636,35.5765665554320,1.8074511250461,41.5279556124627,71.1696809518800,0,0,0,0,0,0,0,2016,0
63,Parkvej,Høje-Taastrup,1046,34.6221682847896,35.4684512428298,1.7521902377973,53.5714285714286,61.4085687551293,1,0,0,0,1,0,0,2016,0
64,Blåkildegård,Høje-Taastrup,1021,32.6727122835944,30.1665034280118,1.3888888888889,41.8952618453865,67.2010219140529,0,0,0,0,0,0,0,2016,0
65,Tåstrupgård,Høje-Taastrup,2670,31.4000000000000,66.4000000000000,2.2800000000000,69.2000000000000,52.3000000000000,3,0,1,0,1,1,1,2016,0
66,Charlotteager,Høje-Taastrup,1755,38.2000000000000,53.6000000000000,2.8000000000000,58.7000000000000,56.4000000000000,3,0,1,1,1,0,1,2016,0
67,Gadehavegård,Høje-Taastrup,2153,42.0000000000000,57.3000000000000,2.4700000000000,59.6000000000000,56.1000000000000,3,1,1,0,1,0,1,2016,0
68,Torstorp,Høje-Taastrup,2170,28.1702448210923,19.4930875576037,1.5394282123783,40.8986175115207,71.4754571264303,0,0,0,0,0,0,0,2016,0
69,Carlshøj,Lyngby-Taarbæk,697,20.4889807162534,15.9253945480631,0.4444444444444,34.9794238683128,75.4708173859456,0,0,0,0,0,0,0,2016,0
70,Sorgenfrivang,Lyngby-Taarbæk,1152,20.2771362586605,16.4062500000000,0.7131940906775,24.8081841432225,76.7597917728131,0,0,0,0,0,0,0,2016,0
71,Fortunen,Lyngby-Taarbæk,2814,22.9676165803109,22.1748400852878,1.0447422212128,28.3770651117590,76.9255801245218,0,0,0,0,0,0,0,2016,0
72,Lundtofteparken,Lyngby-Taarbæk,1274,26.2277814351547,35.4003139717425,1.8828451882845,35.7852882703777,68.8051855058763,0,0,0,0,0,0,0,2016,0
73,Bybjerget/Valhøjgården mv,Rødovre,3035,27.4211229946524,26.0711931443639,1.7980347062513,40.3463203463203,66.2054646955599,0,0,0,0,0,0,0,2016,0
74,Islevtoften/Islevvænget mv,Rødovre,1879,20.7936060178655,14.3161255987227,1.3465627214741,32.2102425876011,77.9699134039217,0,0,0,0,0,0,0,2016,0
75,Carlsro,Rødovre,1565,28.7647058823529,11.6293929712460,1.6135228582405,36.6247755834829,71.9873306198649,0,0,0,0,0,0,0,2016,0
76,Kærene - Rødovre,Rødovre,2163,29.0108520900322,32.9172445677300,1.6816468541606,37.4225526641884,66.4142305219335,0,0,0,0,0,0,0,2016,0
77,Vildtbanegård I & II,Ishøj,3112,29.1679756777299,34.8329048843188,1.6878562034196,46.6963622865627,66.7535756005546,0,0,0,0,0,0,0,2016,0
78,Vejleåparken,Ishøj,5040,30.2000000000000,56.6000000000000,2.0400000000000,57.9000000000000,59.9000000000000,2,0,1,0,1,0,0,2016,0
79,Gadekæret,Ishøj,1359,20.8663943990665,8.9771891096394,0.9471585244267,34.9233390119250,75.6707261712941,0,0,0,0,0,0,0,2016,0
80,Postparken/Televang,Ishøj,1027,19.3827470686767,13.2424537487829,1.0461538461539,35.7500000000000,74.2575353162945,0,0,0,0,0,0,0,2016,0
81,Alleen/Kastruplundgade-området,Tårnby,2109,24.5980620155039,11.9487908961593,1.2233285917496,36.4205256570713,70.5236757019158,0,0,0,0,0,0,0,2016,0
82,Tårnbyparken I-II,Tårnby,1400,18.6349206349206,11.2857142857143,0.9375000000000,32.6612903225806,75.7930990504102,0,0,0,0,0,0,0,2016,0
83,Skottegården,Tårnby,1365,26.6412500000000,13.8461538461538,1.6754850088183,36.2035225048924,70.7599923101220,0,0,0,0,0,0,0,2016,0
84,Allegården,Tårnby,2001,24.1642512077295,14.0929535232384,1.7679900744417,38.2352941176471,72.0595558180081,0,0,0,0,0,0,0,2016,0
85,Farum Midtpunkt,Furesø,3825,24.7574955908289,25.9346405228758,1.4402122418041,43.2897862232779,69.4788619743183,0,0,0,0,0,0,0,2016,0
86,Uglevang/Ørnevang,Allerød,1186,25.8021390374332,29.1736930860034,0.5959475566150,33.0357142857143,72.2512202873800,0,0,0,0,0,0,0,2016,0
87,Egedalsvænge mv,Fredensborg,2691,29.8707646176912,39.5392047565961,1.5135967162648,45.1492537313433,65.3563584714323,0,0,0,0,0,0,0,2016,0
88,Niverød,Fredensborg,1197,27.5580865603645,15.6223893065998,1.4492753623188,32.8888888888889,76.3224374188071,0,0,0,0,0,0,0,2016,0
89,Nivåhøj,Fredensborg,1533,39.8000000000000,50.2000000000000,2.4300000000000,60.4000000000000,58.5000000000000,2,0,1,0,1,0,0,2016,0
90,Kingosvej/Bllichersvej mv,Helsingør,2048,30.1738750546090,20.4011741682975,0.7125154894672,40.1628222523745,68.7968027470885,0,0,0,0,0,0,0,2016,0
91,Helsingør Syd,Helsingør,5867,37.3000000000000,35.1000000000000,2.9800000000000,50.5000000000000,61.7000000000000,2,0,0,1,1,0,0,2016,0
92,Kongevænget,Helsingør,1676,35.6174496644295,34.7255369928401,1.4367816091954,44.6304044630404,64.3833309408944,0,0,0,0,0,0,0,2016,0
93,Ådalsparken,Hørsholm,1568,27.9305717619603,19.1964285714286,0.5301794453507,30.0171526586621,74.1406659213281,0,0,0,0,0,0,0,2016,0
94,Skoleparken mv,Rudersdal,1039,22.2269938650307,13.7065637065637,0.9168704156479,27.6595744680851,75.6180593611377,0,0,0,0,0,0,0,2016,0
95,Nærumvænge/Nærumhuse,Rudersdal,1019,11.7649186256781,9.4210009813543,0.5968169761273,22.5247524752475,87.0186001393733,0,0,0,0,0,0,0,2016,0
96,Gersagerparken,Greve,2119,33.8701693443335,32.2793770646531,1.9696969696970,44.9655172413793,73.1702147361348,0,0,0,0,0,0,0,2016,0
97,Askerød,Greve,1539,29.9000000000000,51.0000000000000,2.7100000000000,51.8000000000000,71.2000000000000,3,0,1,1,1,0,1,2016,0
98,Tjur- og Tejstgården,Greve,1022,18.5624036979969,6.8493150684932,2.1766965428937,33.8747099767981,88.5320202057294,0,0,0,0,0,0,0,2016,0
99,Bøgehegnet/Greveflex mv,Greve,1794,26.6439530685921,12.6186487995533,0.9885931558935,31.0391363022942,84.5495308217212,0,0,0,0,0,0,0,2016,0
100,Ellemarken,Køge,2063,32.4229458538432,34.1250605913718,1.3888888888889,49.5085995085995,70.5781182896123,0,0,0,0,0,0,0,2016,0
101,Karlemoseparken,Køge,1488,40.7000000000000,52.7000000000000,1.8900000000000,53.5000000000000,66.6000000000000,3,1,1,0,1,0,1,2016,0
102,Hastrupparken/Hastrupvænget mv,Køge,2023,35.9468085106383,20.8910891089109,1.3223140495868,44.7761194029851,74.0189351652643,0,0,0,0,0,0,0,2016,0
103,Holmebækhuse/Nonnebanken/Præstebanken,Køge,959,30.4828113063407,6.4853556485356,1.1325782811459,45.1456310679612,75.9841136177345,0,0,0,0,0,0,0,2016,0
104,Maglehøj,Halsnæs,569,43.0439238653002,40.9490333919156,3.5758323057953,57.0048309178744,55.7104640423480,3,1,0,1,1,0,0,2016,0
105,Fælledvej-området,Roskilde,1299,33.8854489164087,30.7159353348730,2.1946564885496,37.5700934579439,74.2136065088292,0,0,0,0,0,0,0,2016,0
106,Ringparken/Vognmandsparken/Bakkegården,Roskilde,1730,32.9831204379562,26.4739884393064,2.1253602305476,39.4326241134752,72.9497296134277,0,0,0,0,0,0,0,2016,0
107,Rønnebærparken/Æblehaven,Roskilde,1494,41.3000000000000,43.8000000000000,3.3100000000000,54.4000000000000,63.5000000000000,3,1,0,1,1,0,1,2016,0
108,Bøgeholmen/Egeholmen/Birkeholmen,Solrød,1040,33.8358085808581,20.7692307692308,1.4048531289911,42.1568627450980,76.8301103523231,0,0,0,0,0,0,0,2016,0
109,Agervang,Holbæk,1470,46.7000000000000,56.0000000000000,2.5400000000000,58.0000000000000,60.0000000000000,3,1,1,0,1,0,1,2016,0
110,Ladegårdsparken,Holbæk,1542,40.2000000000000,32.7000000000000,1.8900000000000,53.4000000000000,64.7000000000000,2,1,0,0,1,0,0,2016,0
111,Knudskovparken,Holbæk,1360,32.2674013921114,8.6029411764706,0.8141112618725,36.3302752293578,74.7139200892887,0,0,0,0,0,0,0,2016,0
112,Sønderpark,Ringsted,976,40.0301587301587,63.4221311475410,2.1830985915493,56.5656565656566,61.7194428594283,3,1,1,0,1,0,0,2016,0
113,"Ringparken, Slagelse i alt",Slagelse,1978,46.1000000000000,55.3000000000000,2.5000000000000,57.0000000000000,56.6000000000000,3,1,1,0,1,0,1,2016,0
114,Sydbyen,Slagelse,920,45.4237123420797,40.1086956521739,2.4475524475525,56.4971751412429,61.6491935017400,2,1,0,0,1,0,0,2016,0
115,Motalavej,Slagelse,1691,45.1000000000000,46.1000000000000,3.2300000000000,64.1000000000000,57.3000000000000,3,1,0,1,1,0,1,2016,0
116,Birkevænget/Nørrevænget,Lolland,812,54.1713147410359,38.9162561576355,1.7667844522968,56.5891472868217,62.0685054724473,2,1,0,0,1,0,0,2016,0
117,Vandtårnsparken mv,Næstved,1006,40.6252602359473,23.5586481113320,2.2498519834221,49.8795180722892,61.3034668499797,1,1,0,0,0,0,0,2016,0
118,Pilegården mv,Næstved,1131,37.2027243589744,11.3174182139699,0.7571345369831,39.9456521739130,69.7152385667482,0,0,0,0,0,0,0,2016,0
119,Birkegården,Næstved,701,44.4247787610620,15.9771754636234,0.7797270955166,50.3267973856209,68.7033189229670,2,1,0,0,1,0,0,2016,0
120,Lindholm,Guldborgsund,1514,50.3000000000000,47.4000000000000,1.6100000000000,52.6000000000000,59.5000000000000,2,1,0,0,1,0,0,2016,0
121,Mosegårdsparken mv,Odense,1263,29.3705447209146,14.5800316957211,0.6372325898953,34.7193347193347,78.0804397496237,0,0,0,0,0,0,0,2016,0
122,Højstrupvej-kvarteret,Odense,1574,38.2040302267003,29.3519695044473,2.4888558692422,44.7530864197531,63.1991069787640,0,0,0,0,0,0,0,2016,0
123,Solbakken mv,Odense,1301,42.1000000000000,50.3000000000000,2.1600000000000,52.5000000000000,61.7000000000000,3,1,1,0,1,0,1,2016,0
124,Højemarksvej-kvarteret,Odense,950,38.6785714285714,27.2151898734177,2.2522522522523,43.4426229508197,67.4966818336440,0,0,0,0,0,0,0,2016,0
125,Jacob Hansens Vej,Odense,962,41.1372251705838,19.7505197505198,1.3463892288862,47.7690288713911,67.0224735750379,1,1,0,0,0,0,0,2016,0
126,Ejerslykke,Odense,1187,44.1721419185283,45.6613310867734,1.8789144050104,46.8531468531469,63.4106446196067,1,1,0,0,0,0,0,2016,0
127,Korsløkkeparken Øst,Odense,2022,44.6000000000000,58.8000000000000,2.0000000000000,45.1000000000000,61.3000000000000,2,1,1,0,0,0,0,2016,0
